Car Make,Car Model,Dealer or Individual,Price,Year,Location,Mileage,Doors,Color,Transmission,VIN#,Engine,Description,Web link,Screenshot
Toyota,Rav4,Dealer,27593,2021,Colarado,29949,Power doors,Black,Automatic,2T3G1RFV4MC233675,2.5L 4-Cylinder DOHC Dual VVT-i,"ONE OWNER, CLEAN CARFAX/NO ACCIDENTS REPORTED, BLUETOOTH/HANDS FREE CELL PHONE, NEW TIRES, **Rear Back Up Camera**, USB Connection, LED HEADLIGHTS, AUTOMATIC PRE- COLLISION BRAKING, RAV4 LE, 4D Sport Utility, 2.5L 4-Cylinder DOHC Dual VVT-i, 8-Speed Automatic, AWD, Midnight Black Metallic, Black w/Fabric Seat Trim, 17"" Steel Wheels, 4-Wheel Disc Brakes, 6 Speakers, Air Conditioning, AM/FM radio: SiriusXM, Apple CarPlay/Android Auto, Auto High-beam Headlights, Dual front side impact airbags, Emergency communication system, Exterior Parking Camera Rear, Fabric Seat Trim, Radio data system, Remote keyless entry, Split folding rear seat, Steering wheel mounted audio controls, Traction control. 2021 Toyota RAV4 LE Midnight Black Metallic Certified. Odometer is 31365 miles below market average! Recent Arrival!",https://www.groovetoyota.com/inventory/used-2021-toyota-rav4-le-awd-4d-sport-utility-2t3g1rfv4mc233675/,https://drive.google.com/open?id=1z1-zxfQfunodgcdR8Xhhfomz9vg4FNdS
Toyota,Rav4,Dealer,29987,2019,Pittsburgh,17246,Power Doors / Liftgate,Blue Flame,Automatic,2T3J1RFV3KW013431,2.5L Inline-4 Gas Inline,"2019 Toyota RAV4 Adventure CARFAX One-Owner. Clean CARFAX. RAV4 Adventure, 4D Sport Utility, 2.5L 4-Cylinder DOHC Dual VVT-i, 8-Speed Automatic, AWD, Black w/SofTex Seat Trim, All Weather Floor Liners, All Weather Liner Package (PPO), Cargo Liner, Moon Roof, Power Liftgate. 25/33 City/Highway MPG Odometer is 21208 miles below market average! Priced below KBB Fair Purchase Price!",https://www.truecar.com/used-cars-for-sale/listing/2T3J1RFV3KW013431/2019-toyota-rav4/?zipcode=15236,https://drive.google.com/open?id=1CapwV80kD9TEUgjH5o9RbRG8xS62JbzI
Toyota,Rav4,Dealer,27000,2021,Pittsburgh,21971,4+ rear power door,Silver Sky Metallic,Automatic,2T3P1RFV1MC237571 ,4 Cylinder Engine,"This Silver Sky Metallic 2021 Toyota RAV4 XLE would be a welcomed addition to your family/business.

One Owner!",https://www.southhillschryslerjeep.net/inventory/used-2021-toyota-rav4-xle-all-wheel-drive-sport-utility-2t3p1rfv1mc237571/?store_code=65694&fca_mm=bestm&fca_campaign=vehicleshoppingads_used_a&fca_digadprov=adpearance&fca_channel=shopping&fca_campaign_type=google&fca_agid=nobrd_nodlr_rtntn&fca_digadcid=20521896411&fca_adid=&fca_keyword=&adpdevice=c&fca_program=tier3&adpprov=1&gclid=Cj0KCQiAqsitBhDlARIsAGMR1Rg3OM6LvpxGEgUlwVOgw6H4qn-OMOMyLo4eT8alYvUnTjGSkZKcwIMaAnxCEALw_wcB,https://drive.google.com/open?id=1EWQklrT3BDWyWqFsSznwZiTq2AwqZn9h
Toyota,Rav4,Dealer,12791,2013,Colorado,142899,Power doors + moonroof,Red,Automatic,2T3WFREV4DW043713,2.5L 4-Cylinder DOHC Dual VVT-i,"SERVICE RECORDS AVAILABLE, RECENT TRADE, LOCAL TRADE, BLUETOOTH PHONE/MUSIC, BACKUP CAMERA, OIL AND OIL FILTER CHANGED, ENGINE AIR FILTER CHANGED, CABIN AIR FILTER CHANGED, 4 WHEEL ALIGNMENT, RAV4 XLE, 4D Sport Utility, 2.5L 4-Cylinder DOHC Dual VVT-i, 6-Speed Automatic, FWD, Barcelona Red Metallic, Ash w/Fabric Seat Trim, Automatic temperature control, Exterior Parking Camera Rear, Front dual zone A/C, Power moonroof. 2013 Toyota RAV4 XLE FWD 6-Speed Automatic 2.5L 4-Cylinder DOHC Dual VVT-i Barcelona Red Metallic",https://www.groovetoyota.com/inventory/used-2013-toyota-rav4-xle-fwd-4d-sport-utility-2t3wfrev4dw043713/,https://drive.google.com/open?id=1QicQ7AG2nNL8KQKhSXQVEja9PH5gbzLt
Toyota,Camry,Dealer,25551,2019,Bethel Park PA,15708,4 Conventional Door + Trunk type Rear Door,Silver,Automatic,4T1B11HK5KU705997, 2.5L I4 16V PDI DOHC,"CARFAX CERTIFIED. XLE, LEATHER, 2.5, 18' ALLOYS, LED TAILLIGHTS, HEATED OUTSIDE MIRRORS WITH TURN SIGNALS, BLIND SPOT WARNING, MULTI STAGE HEATED FROM SEATS, BACK UP CAMERA WITH GRIDLINES, ALL POWER OPTIONS AND SO MUCH MORE. CALL OR STOP IN TODAY. FEEL THE DIFFERENCE!",https://cars.com/vehicledetail/dcb27a66-f0a6-4b8c-9f98-035f5c087d06/,https://drive.google.com/open?id=1q0eJ1h886MM8WyrCdlZTmcepzAh98JDB
Toyota,Camry,Dealer,27325,2021,"Greensburg, PA",18596,4 Doors,Wind Chill Pearl,Automatic,4T1F11AK4MU539003,2.5L I4 DOHC,Leather. 2021 Camry XLE FWD 8-Speed Automatic 2.5L I4 DOHC 16V Odometer is 7151 miles below market average! 27/38 City/Highway MPG,https://www.edmunds.com/toyota/camry/2021/vin/4T1F11AK4MU539003/?radius=50,https://drive.google.com/open?id=1kLPA8iteSM3vHRjMjgy8N7sbdJ9BPcvf
Toyota,Camry,Dealer,22990,2023,"Coraopolis, PA",32716,4 DOOR,Ice Cap,Automatic,4T1G11AK2PU740892,2.5L I4 DOHC,Recent Arrival! Certified. Bla Artificial Leather. Ice 2023 Toyota Camry SE FWD 8-Speed Automatic 2.5L I4 DOHC 16V28/39 City/Highway MPGCertification,https://www.edmunds.com/toyota/camry/2023/vin/4T1G11AK2PU740892/?radius=50,https://drive.google.com/open?id=1o0oXVIW5B_wnb4aa7nT1K_1g6QebHPpD
Toyota,Rav4,Dealer,11671,2011,"Washington, PA",94570,4 DOOR + Side-opening rear door w/hold-open feature,Black,Automatic,JTMRF4DV1B5047255,2.5L 4-Cylinder DOHC Dual VVT-i,"Recent Arrival! New Price! Black 2011 Toyota RAV4 Sport 4WD 2.5L 4-Cylinder DOHC Dual VVT-i 4-Speed Automatic 21/27 City/Highway MPG

AWD / All Wheel Drive *, SERVICE WORK PERFORMED:, Bluetooth - Hands Free *, Steering Wheel Audio Controls *, Power Moonroof / Sunroof *, Remote Keyless Entry *, Premium Alloy Wheels *, Alloy wheels, CD player, Front fog lights, Remote keyless entry, Split folding rear seat.",https://www.cochran.com/inventory/used-2011-toyota-rav4-sport-4wd-4d-sport-utility-jtmrf4dv1b5047255/,https://drive.google.com/open?id=1POMywPCTr_RUVUz65Hac8RLRFDQLMKr2
Toyota,Rav4,Dealer,28990,2023,Oklahoma City,,4,Red,Automatic,2T3F1RFV6PW369918,,,https://www.carvana.com/vehicle/2949188,https://drive.google.com/open?id=1b2UJoCIiH4U_np4A48BEd67nW6vgiR69
Toyota,Rav4,Dealer,29986,2019,Pittsburgh,22084,4,Ruby,Automatic,2T3J1RFV8KW006894,Gas,,https://www.edmunds.com/toyota/rav4/2019/vin/2T3J1RFV8KW006894/?radius=50,https://drive.google.com/open?id=1yzdFB8iYBGOD0dHkyPJzC9aYuvWVpmxm
Toyota,Camry,Dealer,13995,2015,Madison,102014,4,Black,Automatic,4T1BF1FK0FU484853,Gas,,https://www.edmunds.com/toyota/camry/2015/vin/4T1BF1FK0FU484853/?radius=200,https://drive.google.com/open?id=1MkLZBA_xMIK-xtXPVpoZCM7rnt4Tdapx
Toyota,Camry,Dealer,15252,2015,Greensburg,71596,4,Blue,Automatic,4T1BF1FK5FU987889,Gas,,https://www.edmunds.com/toyota/camry/2015/vin/4T1BF1FK5FU987889/?radius=200,https://drive.google.com/open?id=1gz8ij2k9mVepp4YTR4IgM7Rn5iYLe6Ee
Toyota,Camry,Dealer,12995,2015,Arlington,129882,4,Ruby,Automatic,4T1BF1FK6FU944534,Gas,,https://www.edmunds.com/toyota/camry/2015/vin/4T1BF1FK6FU944534/?radius=200,https://drive.google.com/open?id=1Vp6iCVIvCkNHYEkvmIfFIWVW9_CcMIRT
Toyota,Camry,Dealer,18889,2015,Willoughby Hills,52037,4,creme brulee mica,Automatic,4T1BK1FK3FU566202,Gas,,https://www.edmunds.com/toyota/camry/2015/vin/4T1BK1FK3FU566202/?radius=200,https://drive.google.com/open?id=1hIB59cgFBtJmUG9fEmxcxbOqGbWmZZ1V
Toyota,Corolla,Dealer,16867,2021,Coraopolis,60848,4,Black,Automatic,5YFEPMAE9MP210644,Gas,,https://www.edmunds.com/toyota/corolla/2021/vin/5YFEPMAE9MP210644/?radius=50,https://drive.google.com/open?id=1u4l3JlX63zN7PaVbhDR4JsbG9voc7f9u
Toyota,Corolla,Dealer,26990,2023,Oklahoma City,,4,Black,Automatic,7MUCAAAG3PV045748,,,https://www.carvana.com/vehicle/2949172,https://drive.google.com/open?id=1NVGEkvpR3Qz6W5kGMahShBZh83E-pPl7
Toyota,Corolla,Dealer,27590,2023,Oklahoma City,,4,Black,Automatic,7MUCAAAG5PV046173,,,https://www.carvana.com/vehicle/2948129,https://drive.google.com/open?id=1LzkHzhgvR7niH4vDX_3M0w0x_5_poBfh
Toyota,Rav4,Dealer,25590,2020,Oklahoma City,,4,Blue,Automatic,JTMW1RFV5LD052753,,,https://www.carvana.com/vehicle/2932844,https://drive.google.com/open?id=1oSIFcHvydBM3uWnZoTi4WR7g6USOzJBX
Toyota,Corolla,Dealer,9998,2010,"Pittsburgh,PA",75469,4,Barcelona Red Metallic,Automatic,2T1BU4EE3AC258044,4 Cyl,Stock:T100572,https://www.pittsburghusedcars.com/vehicle/2010-Toyota-Corolla-2T1BU4EE3AC258044/?store=toyota,https://drive.google.com/open?id=1HMlgL1D1pQ1PTsOPF3mjeZ7nrhlxqa4v
Toyota,Corolla,Dealer,14998,2013,"Gaithersburg, MD",67776,4,Magnetic Gray Metallic,Automatic,2T1BU4EE7DC123170,1.8L 4cyl 4A,LE 4dr Sedan (1.8L 4cyl 4A),https://www.edmunds.com/toyota/corolla/2013/vin/2T1BU4EE7DC123170/?radius=200,https://drive.google.com/open?id=19FcX8bocca0ar1vy3cA3cr4NpxBXbW2t
Toyota,Rav4,Dealer,17999,2015,"Tacoma, WA",108407,4,Black,Automatic,2T3BFREV0FW312839,2.5L I4 16V MPFI DOHC,LE,https://www.cars.com/vehicledetail/120087b8-7aeb-40e5-9378-82f588aad9a8/,https://drive.google.com/open?id=12617CPqby3wlTCu2mTZ7DgT9lCbMwn7A
Toyota,Rav4,Dealer,25988,2021,"Tacoma, WA",51477,4,Midnight Black Metallic,Automatic,2T3H1RFVXMW150335,2.5L I4 16V PDI DOHC,2021 Toyota RAV4 LE,https://www.cars.com/vehicledetail/8c72d64f-4882-4ae3-84b8-d6bc87e0df95/,https://drive.google.com/open?id=1ZuDF-ER-S8LF4Js7-MrjSPq1DiFr8IDy
Toyota,Rav4,Dealer,27370,2021,"Wexford, PA",19449,4,Black,Automatic,2T3P1RFV9MC242470,4 Cal,XLE,https://www.driveway.com/shop/vehicle/74535509?utm_source=google&utm_medium=cpc&utm_campaign=us_merkle_unitedstates_ppc_none_shopusedplay_vla_northeast_15-30k&utm_term=&gad_source=1&gclid=Cj0KCQiAwbitBhDIARIsABfFYIKfPdvU9bDBd7Me74KvTuLizotKMevFQG1QRw8YezyJsiBt8unCHtYaArHGEALw_wcB,https://drive.google.com/open?id=1s9gUkYfJjK6NH20Wr6BqfgAKoGhaVeW-
Toyota,Camry,Dealer,16997,2019,"Clarksville, TN",102969,4,Predawn Gray Mica,Automatic,4T1B11HK6KU200955,4 Cyl,Toyota Camry LE,https://www.serraclarksville.com/used-Clarksville-2019-Toyota-Camry-LE-4T1B11HK6KU200955?store=SERRACLARK&gclid=Cj0KCQiAwbitBhDIARIsABfFYIKeH1nmJgTOzlWX1Ul1eg7G33BseKMD5rN6I6aUhhkGivApGjVbYckaAth5EALw_wcB,https://drive.google.com/open?id=13vmBBmJ6K6rkuefNQddLj_ujHoLxGpLy
Toyota,Camry,Dealer,11999,2009,"Tallahassee, FL",111108,4,Blue,Automatic,4T1BE46K19U902510,2.4L 4-Cylinder Gas Engine,Used 2009 Toyota Camry XLE,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=698474671&listingTypes=USED&startYear=2009&makeCode1=TOYOTA&modelCode1=CAMRY&sem=1&store=70774441&LNX=SPGOOGLE&utm_source=GOOGLE&utm_medium=sem_listings-vla_perf&utm_campaign=at_na_na_national_evergreen_roi_na_na&utm_content=feed_na_na_na_na_spgooglenonbrandvla_na&utm_term=&gad_source=1&gclid=Cj0KCQiAwbitBhDIARIsABfFYIJt_3MRPKe1dJtwigfOydo8171jhSBLAHgiy20N1duHoDvjFKc0sZgaAgq_EALw_wcB&gclsrc=aw.ds,https://drive.google.com/open?id=1_kM8UD4f7Q6WxIbsMgTMRo4NBo2FWcSv
Toyota,Camry,Dealer,35498,2023,"Knoxville, TN",4042,4,Predawn Gray Mica,Automatic,4T1KZ1AK7PU078830,3.5L V6 24V PDI DOHC,XSE V6,https://www.cars.com/vehicledetail/f547880a-6912-460c-bd67-40d866dcc077/?attribution_type=premier,https://drive.google.com/open?id=1PE6kRI2-QR3RZx2KHdaQcO9K47vDj_VJ
Toyota,Corolla,Dealer,21900,2023,"Clarksville, TN",18533,4,Classic Silver Metallic,Automatic,5YFB4MDE7PP030591,2L I4,2023 Toyota Corolla LE FWD,https://www.cargurus.com/Cars/inventorylisting/vdp.action?listingId=374553167&entitySelectingHelper.selectedEntity=d295&sourceContext=google&cgfv=0.25&cgfr=5&cgfab=Q&ax8324=503&px8324=p2&dnetworktype=r&cgfdate=2024121&cgfloc=en&pg8324=pmx&type=&kw=&matchtype=&ad=&placement=&device=c&devicemodel=&adposition=&cp=20489805974&adg=&fi=&tid=&lc=9005914&lm=1025946&tgt=&aceid=&cgsp=sp66030&gad_source=1&gclid=Cj0KCQiAwbitBhDIARIsABfFYILQp8PJXxJQ09pq3u7cCnCGUfzSMWKIn6JLhaB4I5pC5neUimzwHUMaAvFuEALw_wcB&pid=mini_vdp_main_image#listing=374553167,https://drive.google.com/open?id=10GJfRjXMRNJx3J9I0Vcy7ecn4zgYERLo
Toyota,Rav4,Dealer,11782,2013,"Wexford, PA",146856,4,Magnetic Gray Metallic,Automatic,JTMRFREV1DD040987,2.5L 4 Cylinder Engine,RAV4 XLE,https://www.baierlacura.com/used/Toyota/2013-Toyota-RAV4-861d71d10a0e0a9232d05e65df88c8d0.htm?store=PAWEXACU&utm_source=google&jdp_digadprov=stream&jdp_channel=search&jdp_campaign_platform=google&jdp_cid=20531447434&jdp_adid=%7Badid%7D&jdp_campaign=UsedVehicleAds_Used_Other_Other_A&gad_source=1&gclid=Cj0KCQiAwbitBhDIARIsABfFYILoiyo_b_6KMZ41NgM0rgaXfZuzRpTTxEIJSg9R8c602rd93P8ERh4aAt6zEALw_wcB,https://drive.google.com/open?id=1XFWhag4loJOUa53if3ij1s7_lXs03fvd
Toyota,Camry,Dealer,12995,2010,"Bellevue, PA",107212,4,Sandy Beach Metallic Exterior,Automatic,JTNBK3EK3A3049297,3.5L 6-Cylinder Gas Engine,XLE,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=701860091&listingTypes=USED&startYear=2010&makeCode1=TOYOTA&modelCode1=CAMRY&sem=1&store=&LNX=SPGOOGLE&utm_source=GOOGLE&utm_medium=sem_listings-vla_perf&utm_campaign=at_na_na_national_evergreen_roi_na_na&utm_content=feed_na_na_na_na_spgooglenonbrandvla_na&utm_term=&gad_source=1&gclid=Cj0KCQiAwbitBhDIARIsABfFYILwWao7Q-cRObiyEnMIsr7i5HlBP2o2mjun4yFKUhoxIYn69yAFYwoaAhC_EALw_wcB&gclsrc=aw.ds,https://drive.google.com/open?id=1o1XNZPol8p66k-wkS_tFpEQSlLK-rS__
Toyota,Corolla,Dealer,19590,2016,"Bridgeville, PA",32520,4,Silver,Automatic,2T1BURHE4GC613577,"4-Cyl, 1.8 Liter",L Sedan 4D,https://www.carvana.com/vehicle/2954779,https://drive.google.com/open?id=1M5BqOFA2ItSzLVLLm_9hBOqDgTylAULL
Toyota,Corolla,Dealer,17990,2019,"Bridgeville, PA",55272,4,Silver,Automatic,2T1BURHE9KC203592,"4-Cyl, 1.8 Liter",LE Sedan 4D,https://www.carvana.com/vehicle/2922857,https://drive.google.com/open?id=1yjVtCHZsaDl893TOU5aGI_GdMqt2kj_K
Toyota,Rav4,Dealer,22990,2018,"Bridgeville, PA",44017,4,Red,Automatic,2T3BFREVXJW797760,"4-Cyl, 2.5 Liter",LE Sport Utility 4D,https://www.carvana.com/vehicle/2938619,https://drive.google.com/open?id=1k7rR4afVXD5Kj_LVf3t3oX43RqdqzsiQ
Toyota,Rav4,Dealer,19990,2014,"Bridgeville, PA",59791,4,Red,Automatic,2T3DFREV6EW188051,"4-Cyl, 2.5 Liter",Limited Sport Utility 4D ,https://www.carvana.com/vehicle/2889494,https://drive.google.com/open?id=1dFvYPFc-ZOYACryjj5DPZtyXT_uCRwSF
Toyota,Highlander,Dealer,25590,2015,"Bridgeville, PA",73304,4,White,Automatic,5TDYKRFH3FS090474,"6-Cyl, 3.5L",Limited Platinum Sport Utility 4D,https://www.carvana.com/vehicle/2902556,https://drive.google.com/open?id=1ZdcHjLstQom7hZtdZB_EhdYwNlMQVVH9
Toyota,Corolla,Dealer,17590,2018,"Bridgeville, PA",54343,4,Red,Automatic,5YFBURHE7JP782757,"4-Cyl, 1.8 Liter",LE Sedan 4D,https://www.carvana.com/vehicle/2905022,https://drive.google.com/open?id=1dpTvu_JtsjKQF_NLbPmBbCg-i6fFfWG9
Toyota,Rav4,Dealer,22990,2016,"Bridgeville, PA",74969,4,Silver,Automatic,JTMDJREV7GD017517,"4-Cyl, Hybrid, 2.5 Liter",Limited Hybrid Sport Utility 4D,https://www.carvana.com/vehicle/2946144,https://drive.google.com/open?id=1uDTkUY1S9IFDhFRML5oJy6XkHweCykVS
Toyota,Rav4,Dealer,30990,2021,"Bridgeville, PA",24793,4,White,Automatic,JTMM6RFV1MD007495,"4-Cyl, Hybrid, 2.5 Liter",LE Sport Utility 4D,https://www.carvana.com/vehicle/2942368,https://drive.google.com/open?id=1Sl7bw64XZU20BucLaYD_YIVp3OpLPOB-
Toyota,Rav4,Dealer,21590,2018,"Bridgeville, PA",94571,4,blue,Automatic,JTMRJREV2JD165121,"4-Cyl, Hybrid, 2.5 Liter",Gray interior color,https://www.carvana.com/vehicle/2933933,https://drive.google.com/open?id=1ZVyX8SCbutjoj53xtkBMISDVOkopxajN
Toyota,Corolla,Dealer,24590,2022,"Bridgeville, PA",3480,4,White,Automatic,JTND4MBE1N3185229,"4-Cyl, Dynamic-Force, 2.0 Liter",SE Hatchback 4D,https://www.carvana.com/vehicle/2911827,https://drive.google.com/open?id=1QoDik_93QLa1Nl4-pBSeA5ygWWKpF7T0
Toyota,Rav4,Dealer,30990,2021,,,,,,,,,,
Toyota,Corolla,Dealer,11899,2015,"Miami, FL",88549,4, White,Automatic, 2T1BURHE0FC861318,"1.8L I-4 DOHC, VVT-i variable valve control, regular unleaded, e","Recent Arrival! Odometer is 20818 miles below market average! Fully Inspected!!, Financing Available!!, New Tires!!, New Brakes!!, BACKUP CAMERA!!, Price based on eligible trade, VOTED BEST DEALER..., LOWEST PRICES IN FLORIDA..., WHOLESALE TO THE PUBLIC... . The 2015 Toyota Corolla S is a sportier variant of the reliable and fuel-efficient compact sedan. It typically features a 1.8-liter four-cylinder engine, producing 132 horsepower, paired with either a six-speed manual or a continuously variable transmission (CVT). Key features of the Corolla S include sport-tuned suspension, distinctive exterior styling elements, a 6.1-inch touchscreen infotainment system, Bluetooth connectivity, and enhanced interior materials. The S trim adds a touch of athleticism to the Corolla lineup, providing a more engaging driving experience. The Corolla is recognized for its comfortable ride and straightforward controls, making it a popular choice for daily commuting. The 2015 Toyota Corolla S caters to those seeking a reliable, fuel-efficient compact sedan with a sportier edge in its design and handling. White 2015 Toyota Corolla S FWD CVT 1.8L I4 DOHC Dual VVT-i 29/37 City/Highway MPG Awards: 2015 KBB.com 10 Best UberX Candidates 2015 KBB.com 10 Tech-Savviest Cars Under $20,000 2015 KBB.com 5-Year Cost to Own Awards Ferco Motors has been family owned, operated, and serving the community since 1984. We are a proud A+ rated member of the Better Business Bureau .In addition we offer rates as low 2.9% , Gap, theft protection and extended warranties. We are sure to find the right financing for your needs, whether you have A1 Credit or credit challenges we can get the right financing for you. Give us a call today and we will earn your business today!",https://www.cars.com/vehicledetail/41850488-7f16-42e6-b70d-e9b8548a30e4/,https://drive.google.com/open?id=1YtM1cXA5nARYyufI20w3NGcvAeCzrRF6
Toyota,Corolla,Dealer,15827,2019,"Lockport, NY",43525,4,Classic Silver,Automatic,2T1BURHE0KC221978,I-4 cyl,"CARFAX One-Owner. Classic Silver Metallic 2019 Toyota Corolla LE FWD CVT 1.8L I4 DOHC ABS brakes, Active Cruise Control, Electronic Stability Control, Heated door mirrors, Illuminated entry, Low tire pressure warning, Remote keyless entry, Traction control.

Recent Arrival! Odometer is 6553 miles below market average! 28/36 City/Highway MPG

Awards:
* 2019 KBB.com Best Resale Value Awards * 2019 KBB.com Brand Image Awards",https://www.basilford.com/certified/Toyota/2019-Toyota-Corolla-Buffalo-NY-670d36940a0e08345d414faab58ad1f3.htm,https://drive.google.com/open?id=1ukTJoe_eYH_5nkfABoqrjGObNiB40ruZ
Toyota,Corolla,Dealer,16729,2015,"Pompano Beach, Florida",66345,4,Slate Metallic,Automatic,2T1BURHE2FC350519,4,"HENDRICK CERTIFIED! CLEAN CARFAX! ONLY 66,345 MILES! JUST REPRICED FROM $16,990. CD Player, BluetoothÂ®, Back-Up Camera, Alloy Wheels, iPod/MP3 Input. S Plus trim, Slate Metallic exterior and Black interior. Extra Clean. KBB.com explains ""..the 5-passenger 2015 Toyota Corolla sedan continues to offer buyers a solid, dependable compact car delivering good fuel economy at an affordable price."". CD Player, Aluminum Wheels, iPod/MP3 Input, Back-Up Camera, S PLUS PACKAGE, BluetoothÂ®, Low Miles! Carfax Certifed!

KEY FEATURES INCLUDE
Back-Up Camera, iPod/MP3 Input, BluetoothÂ®, CD Player, Aluminum Wheels Rear Spoiler, MP3 Player, Remote Trunk Release, Keyless Entry, Child Safety Locks.

OPTION PACKAGES
S PLUS PACKAGE Sport Package option 1. Toyota S Plus with Slate Metallic exterior and STEEL BLUE interior features a 4 Cylinder Engine with 132 HP at 6000 RPM*. Low Miles! Carfax Certifed!

EXPERTS CONCLUDE
"". the 5-passenger 2015 Toyota Corolla sedan continues to offer buyers a solid, dependable compact car delivering good fuel economy at an affordable price."" -KBB.com.

A GREAT VALUE
Reduced from $16,990.

PURCHASE WITH CONFIDENCE
12-month/12,000 mile High-Tech Coverage, 260-Point Vehicle Inspection, 24-hour Roadside Assistance, Trip Interruption Services, Vehicle Rental Coverage, CARFAX Vehicle History Report, 10-year/100,000 mile Limited Powertrain Warranty

VISIT US TODAY
Please call 754-346-1005. Hendrick Honda Pompano Beach is a premier Honda franchised dealership of the Fort Lauderdale - Miami area."" A full service, state of the art automotive facility comprised of a new car sales department, pre-owned sales department, fleet sales department, and a complete automotive sales & service facility.

Horsepower calculations based on trim engine configuration. Please confirm the accuracy of the included equipment by calling us prior to purchase.


This Dealership checks the vehicle recall status prior to making any pre-owned vehicle available for sale. Manufacturers and/or NHTSA may announce additional recalls at any time. To inquire about the recall status of this vehicle, visit: https://vinrcl.safercar.gov/vin/
",https://www.hendrickcars.com/exotic-used/Toyota/2015-Toyota-Corolla-d9de24450a0e0a9a52c752710808c180.htm,https://drive.google.com/open?id=1ZiLXib4wkj6Y1936I2uTHL2AsPHp4N3I
